Serie,Date,Day,Month,Year,Site,Management,Transect,Latitud_1,Longitud_1,Latitud_2,Longitud_2,Station,Depth,Surface,Species,Stage,Abundance,Substrate,Community,Frondosity ,Observaciones,Muestreado por,Anotado por,Ingresado por
7937,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,16,NaN, Lessonia trabeculata ,Adulto,3,01-Oct,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7938,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,16,NaN, Lessonia trabeculata ,Adulto,0,1,1(alga roja),NaN,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7939,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,16,NaN, Lessonia trabeculata ,Adulto,0,2,1(alga roja),NaN,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7940,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,11,NaN, Lessonia trabeculata ,Adulto,6,2,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7941,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,26,NaN, Lessonia trabeculata ,Juvenil,0,2,1(corallina),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7942,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,19,NaN, Lessonia trabeculata ,Juvenil,0,2,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7943,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,17,NaN, Lessonia trabeculata ,Juvenil,0,02-Oct,1-Gellidium,A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7944,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,19.6,NaN, Lessonia trabeculata ,Juvenil,0,1,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7945,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,18,NaN, Lessonia trabeculata ,Juvenil,0,1,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7946,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,16,NaN, Lessonia trabeculata ,Juvenil,0,01-Oct,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7947,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,16,NaN, Lessonia trabeculata ,Juvenil,0,1,1(alga roja),NaN,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7948,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,16,NaN, Lessonia trabeculata ,Juvenil,0,2,1(alga roja),NaN,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7949,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,11,NaN, Lessonia trabeculata ,Juvenil,0,2,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7950,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,26,NaN, Lessonia trabeculata solo disco,NaN,0,2,1(corallina),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7951,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,19,NaN, Lessonia trabeculata solo disco,NaN,0,2,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7952,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,17,NaN, Lessonia trabeculata solo disco,NaN,0,02-Oct,1-Gellidium,A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7953,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,19.6,NaN, Lessonia trabeculata solo disco,NaN,0,1,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7954,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,18,NaN, Lessonia trabeculata solo disco,NaN,0,1,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7955,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,16,NaN, Lessonia trabeculata solo disco,NaN,0,01-Oct,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7956,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,16,NaN, Lessonia trabeculata solo disco,NaN,0,1,1(alga roja),NaN,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7957,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,16,NaN, Lessonia trabeculata solo disco,NaN,0,2,1(alga roja),NaN,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7958,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,11,NaN, Lessonia trabeculata solo disco,NaN,0,2,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7959,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,26,NaN, Lessonia berteroana ,Adulto,0,2,1(corallina),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7960,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,19,NaN, Lessonia berteroana ,Adulto,0,2,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7961,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,17,NaN, Lessonia berteroana ,Adulto,0,02-Oct,1-Gellidium,A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7962,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,19.6,NaN, Lessonia berteroana ,Adulto,0,1,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7963,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,18,NaN, Lessonia berteroana ,Adulto,0,1,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7964,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,16,NaN, Lessonia berteroana ,Adulto,0,01-Oct,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7965,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,16,NaN, Lessonia berteroana ,Adulto,0,1,1(alga roja),NaN,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7966,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,16,NaN, Lessonia berteroana ,Adulto,0,2,1(alga roja),NaN,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7967,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,11,NaN, Lessonia berteroana ,Adulto,0,2,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7968,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,26,NaN, Lessonia berteroana ,Juvenil,0,2,1(corallina),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7969,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,19,NaN, Lessonia berteroana ,Juvenil,0,2,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7970,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,17,NaN, Lessonia berteroana ,Juvenil,0,02-Oct,1-Gellidium,A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7971,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,19.6,NaN, Lessonia berteroana ,Juvenil,0,1,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7972,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,18,NaN, Lessonia berteroana ,Juvenil,0,1,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7973,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,16,NaN, Lessonia berteroana ,Juvenil,0,01-Oct,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7974,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,16,NaN, Lessonia berteroana ,Juvenil,0,1,1(alga roja),NaN,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7975,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,16,NaN, Lessonia berteroana ,Juvenil,0,2,1(alga roja),NaN,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7976,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,11,NaN, Lessonia berteroana ,Juvenil,0,2,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7977,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,26,NaN, Macrocystis pyrifera ,Adulto,0,2,1(corallina),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7978,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,19,NaN, Macrocystis pyrifera ,Adulto,0,2,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7979,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,17,NaN, Macrocystis pyrifera ,Adulto,0,02-Oct,1-Gellidium,A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7980,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,19.6,NaN, Macrocystis pyrifera ,Adulto,0,1,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7981,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,18,NaN, Macrocystis pyrifera ,Adulto,0,1,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7982,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,16,NaN, Macrocystis pyrifera ,Adulto,0,01-Oct,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7983,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,16,NaN, Macrocystis pyrifera ,Adulto,0,1,1(alga roja),NaN,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7984,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,16,NaN, Macrocystis pyrifera ,Adulto,0,2,1(alga roja),NaN,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7985,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,11,NaN, Macrocystis pyrifera ,Adulto,0,2,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7986,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,26,NaN, Macrocystis pyrifera ,Juvenil,0,2,1(corallina),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7987,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,19,NaN, Macrocystis pyrifera ,Juvenil,0,2,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7988,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,17,NaN, Macrocystis pyrifera ,Juvenil,0,02-Oct,1-Gellidium,A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7989,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,19.6,NaN, Macrocystis pyrifera ,Juvenil,0,1,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7990,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,18,NaN, Macrocystis pyrifera ,Juvenil,0,1,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7991,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,16,NaN, Macrocystis pyrifera ,Juvenil,0,01-Oct,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7992,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,16,NaN, Macrocystis pyrifera ,Juvenil,0,1,1(alga roja),NaN,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7993,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,16,NaN, Macrocystis pyrifera ,Juvenil,0,2,1(alga roja),NaN,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7994,07-11-20,7,11,2020,Chanaral de Aceituno C,AMERB,11,-29.13346,-71.49277,-29.13239,-71.49263,NaN,11,NaN, Macrocystis pyrifera ,Juvenil,0,2,1(alga roja),A,NaN,Alejandro Perez,Alejandro Perez,Alejandro Perez
7995,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,27,NaN, Lessonia trabeculata ,Adulto,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
7996,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,25,NaN, Lessonia trabeculata ,Adulto,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
7997,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,25,NaN, Lessonia trabeculata ,Adulto,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
7998,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,17,NaN, Lessonia trabeculata ,Adulto,13,10,1-20-5,A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
7999,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,17,NaN, Lessonia trabeculata ,Adulto,33,10,1-20-5,A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8000,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia trabeculata ,Adulto,0,1,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8001,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia trabeculata ,Adulto,0,1,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8002,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia trabeculata ,Adulto,0,1,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8003,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia trabeculata ,Adulto,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8004,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia trabeculata ,Adulto,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8005,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,27,NaN, Lessonia trabeculata ,Juvenil,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8006,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,25,NaN, Lessonia trabeculata ,Juvenil,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8007,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,25,NaN, Lessonia trabeculata ,Juvenil,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8008,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,17,NaN, Lessonia trabeculata ,Juvenil,2,10,1-20-5,A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8009,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,17,NaN, Lessonia trabeculata ,Juvenil,0,10,1-20-5,A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8010,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia trabeculata ,Juvenil,0,1,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8011,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia trabeculata ,Juvenil,0,1,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8012,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia trabeculata ,Juvenil,0,1,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8013,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia trabeculata ,Juvenil,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8014,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia trabeculata ,Juvenil,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8015,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,27,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8016,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,25,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8017,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,25,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8018,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,17,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20-5,A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8019,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,17,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20-5,A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8020,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia trabeculata solo disco,NaN,0,1,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8021,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia trabeculata solo disco,NaN,0,1,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8022,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia trabeculata solo disco,NaN,0,1,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8023,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8024,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8025,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,27,NaN, Lessonia berteroana ,Adulto,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8026,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,25,NaN, Lessonia berteroana ,Adulto,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8027,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,25,NaN, Lessonia berteroana ,Adulto,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8028,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,17,NaN, Lessonia berteroana ,Adulto,0,10,1-20-5,A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8029,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,17,NaN, Lessonia berteroana ,Adulto,0,10,1-20-5,A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8030,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia berteroana ,Adulto,0,1,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8031,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia berteroana ,Adulto,0,1,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8032,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia berteroana ,Adulto,0,1,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8033,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia berteroana ,Adulto,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8034,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia berteroana ,Adulto,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8035,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,27,NaN, Lessonia berteroana ,Juvenil,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8036,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,25,NaN, Lessonia berteroana ,Juvenil,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8037,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,25,NaN, Lessonia berteroana ,Juvenil,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8038,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,17,NaN, Lessonia berteroana ,Juvenil,0,10,1-20-5,A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8039,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,17,NaN, Lessonia berteroana ,Juvenil,0,10,1-20-5,A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8040,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia berteroana ,Juvenil,0,1,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8041,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia berteroana ,Juvenil,0,1,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8042,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia berteroana ,Juvenil,0,1,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8043,04-03-20,4,3,2020,Cobquecura,AMERB,1,-36.15172,-72.82395,NaN,NaN,NaN,NaN,NaN, Lessonia berteroana ,Juvenil,0,10,1-20-5,NaN,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
