"","Date","Survey.Number","MAE","Zone","Site","Management","Upwelling","Latitude","Longitude","Surveyor.Name","Patch","Quad","Quad.area","Species","Stage","Density","Cover total points","Cover"
"5144",2021-04-08,2,18,"North","Puerto Viejo","OA","N",-27.33778,-70.97704,"Camila Gonzalez","2",4,0.25,"sponge","NA",NA,"100","0"
"5145",2021-10-20,3,24,"Central","Los Molles","OA","N",-32.208667,-71.526533,"Camila Gonzalez","1",1,0.25,"sponge","NA",NA,"81","0"
"5146",2021-10-20,3,24,"Central","Los Molles","OA","N",-32.208667,-71.526533,"Camila Gonzalez","1",2,0.25,"sponge","NA",NA,"81","0"
"5147",2021-10-20,3,24,"Central","Los Molles","OA","N",-32.208667,-71.526533,"Camila Gonzalez","1",3,0.25,"sponge","NA",NA,"81","0"
"5148",2021-10-20,3,24,"Central","Los Molles","OA","N",-32.208567,-71.526583,"Camila Gonzalez","2",1,0.25,"sponge","NA",NA,"81","0"
"5149",2021-10-20,3,24,"Central","Los Molles","OA","N",-32.208567,-71.526583,"Camila Gonzalez","2",2,0.25,"sponge","NA",NA,"81","0"
"5150",2021-10-20,3,24,"Central","Los Molles","OA","N",-32.208567,-71.526583,"Camila Gonzalez","2",3,0.25,"sponge","NA",NA,"81","0"
"5151",2021-10-20,3,24,"Central","Los Molles","OA","N",-32.208583,-71.526367,"Juan Carlos Gonzalez","3",1,0.25,"sponge","NA",NA,"83","0"
"5152",2021-10-20,3,24,"Central","Los Molles","OA","N",-32.208583,-71.526367,"Juan Carlos Gonzalez","3",2,0.25,"sponge","NA",NA,"94","0"
"5153",2021-10-20,3,24,"Central","Los Molles","OA","N",-32.208583,-71.526367,"Juan Carlos Gonzalez","3",3,0.25,"sponge","NA",NA,"101","0"
"5154",2021-10-20,3,24,"Central","Los Molles","OA","N",-32.20855,-71.526483,"Juan Carlos Gonzalez","4",1,0.25,"sponge","NA",NA,"100","0"
"5155",2021-10-20,3,24,"Central","Los Molles","OA","N",-32.20855,-71.526483,"Juan Carlos Gonzalez","4",2,0.25,"sponge","NA",NA,"100","0"
"5156",2021-10-20,3,24,"Central","Los Molles","OA","N",-32.20855,-71.526483,"Juan Carlos Gonzalez","4",3,0.25,"sponge","NA",NA,"100","0"
"5157",2021-10-21,3,24,"Central","La Ballena","TURF","N",-32.31086,-71.47646,"na","1",1,0.25,"sponge","NA",NA,"NA","NA"
"5158",2021-10-21,3,24,"Central","La Ballena","TURF","N",-32.31086,-71.47646,"na","1",2,0.25,"sponge","NA",NA,"NA","NA"
"5159",2021-10-21,3,24,"Central","La Ballena","TURF","N",-32.31086,-71.47646,"na","1",3,0.25,"sponge","NA",NA,"NA","NA"
"5160",2021-10-21,3,24,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Juan Carlos Gonzalez","2",1,0.25,"sponge","NA",NA,"100","0"
"5161",2021-10-21,3,24,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Juan Carlos Gonzalez","2",2,0.25,"sponge","NA",NA,"92","0"
"5162",2021-10-21,3,24,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Juan Carlos Gonzalez","2",3,0.25,"sponge","NA",NA,"104","0"
"5163",2021-10-21,3,24,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Camila Gonzalez","3",1,0.25,"sponge","NA",NA,"81","0"
"5164",2021-10-21,3,24,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Camila Gonzalez","3",2,0.25,"sponge","NA",NA,"81","0"
"5165",2021-10-21,3,24,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Camila Gonzalez","3",3,0.25,"sponge","NA",NA,"81","0"
"5166",2021-10-21,3,24,"Central","La Ballena","TURF","N",-32.3112,-71.47638,"Camila Gonzalez","4",1,0.25,"sponge","NA",NA,"81","0"
"5167",2021-10-21,3,24,"Central","La Ballena","TURF","N",-32.3112,-71.47638,"Camila Gonzalez","4",2,0.25,"sponge","NA",NA,"81","0"
"5168",2021-10-21,3,24,"Central","La Ballena","TURF","N",-32.3112,-71.47638,"Camila Gonzalez","4",3,0.25,"sponge","NA",NA,"81","0"
"5169",2021-10-28,3,24,"North","Puerto Viejo","OA","N",-27.33765,-70.97726,"Camila Gonzalez","3",1,0.25,"sponge","NA",NA,"81","0"
"5170",2021-10-28,3,24,"North","Puerto Viejo","OA","N",-27.33765,-70.97726,"Camila Gonzalez","3",2,0.25,"sponge","NA",NA,"81","0"
"5171",2021-10-28,3,24,"North","Puerto Viejo","OA","N",-27.33765,-70.97726,"Camila Gonzalez","3",3,0.25,"sponge","NA",NA,"81","0"
"5172",2021-10-28,3,24,"North","Puerto Viejo","OA","N",-27.33782,-70.97746,"Juan Carlos Gonzalez","4",1,0.25,"sponge","NA",NA,"100","2"
"5173",2021-10-28,3,24,"North","Puerto Viejo","OA","N",-27.33782,-70.97746,"Juan Carlos Gonzalez","4",2,0.25,"sponge","NA",NA,"100","3"
"5174",2021-10-28,3,24,"North","Puerto Viejo","OA","N",-27.33782,-70.97746,"Juan Carlos Gonzalez","4",3,0.25,"sponge","NA",NA,"100","0"
"5175",2021-10-28,3,24,"North","Puerto Viejo","OA","N",-27.33755,-70.97712,"Juan Carlos Gonzalez","1",1,0.25,"sponge","NA",NA,"100","11"
"5176",2021-10-28,3,24,"North","Puerto Viejo","OA","N",-27.33755,-70.97712,"Juan Carlos Gonzalez","1",2,0.25,"sponge","NA",NA,"100","2"
"5177",2021-10-28,3,24,"North","Puerto Viejo","OA","N",-27.33755,-70.97712,"Juan Carlos Gonzalez","1",3,0.25,"sponge","NA",NA,"100","7"
"5178",2021-10-28,3,24,"North","Puerto Viejo","OA","N",-27.33778,-70.97704,"Camila Gonzalez","2",1,0.25,"sponge","NA",NA,"81","0"
"5179",2021-10-28,3,24,"North","Puerto Viejo","OA","N",-27.33778,-70.97704,"Camila Gonzalez","2",2,0.25,"sponge","NA",NA,"81","0"
"5180",2021-10-28,3,24,"North","Puerto Viejo","OA","N",-27.33778,-70.97704,"Camila Gonzalez","2",3,0.25,"sponge","NA",NA,"81","0"
"5181",2021-10-29,3,24,"North","Isla Grande de Atacama","TURF","N",-27.26293,-70.95882,"Juan Carlos Gonzalez","1",1,0.25,"sponge","NA",NA,"100","0"
"5182",2021-10-29,3,24,"North","Isla Grande de Atacama","TURF","N",-27.26293,-70.95882,"Juan Carlos Gonzalez","1",2,0.25,"sponge","NA",NA,"96","2"
"5183",2021-10-29,3,24,"North","Isla Grande de Atacama","TURF","N",-27.26293,-70.95882,"Juan Carlos Gonzalez","1",3,0.25,"sponge","NA",NA,"110","0"
"5184",2021-10-29,3,24,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2",1,0.25,"sponge","NA",NA,"81","0"
"5185",2021-10-29,3,24,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2",2,0.25,"sponge","NA",NA,"81","0"
"5186",2021-10-29,3,24,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2",3,0.25,"sponge","NA",NA,"81","0"
"5187",2021-10-29,3,24,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Juan Carlos Gonzalez","3",1,0.25,"sponge","NA",NA,"100","0"
"5188",2021-10-29,3,24,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Juan Carlos Gonzalez","3",2,0.25,"sponge","NA",NA,"100","0"
"5189",2021-10-29,3,24,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Juan Carlos Gonzalez","3",3,0.25,"sponge","NA",NA,"102","0"
"5190",2021-10-29,3,24,"North","Isla Grande de Atacama","TURF","N",-27.26292,-70.95905,"Camila Gonzalez","4",1,0.25,"sponge","NA",NA,"81","0"
"5191",2021-10-29,3,24,"North","Isla Grande de Atacama","TURF","N",-27.26292,-70.95905,"Camila Gonzalez","4",2,0.25,"sponge","NA",NA,"81","0"
"5192",2021-10-29,3,24,"North","Isla Grande de Atacama","TURF","N",-27.26292,-70.95905,"Camila Gonzalez","4",3,0.25,"sponge","NA",NA,"81","0"
"5193",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Camila Gonzalez","1",1,0.25,"sponge","NA",NA,"81","0"
"5194",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Camila Gonzalez","1",2,0.25,"sponge","NA",NA,"81","0"
"5195",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Camila Gonzalez","1",3,0.25,"sponge","NA",NA,"81","0"
"5196",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Juan Carlos Gonzalez","2",1,0.25,"sponge","NA",NA,"102","0"
"5197",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Juan Carlos Gonzalez","2",2,0.25,"sponge","NA",NA,"100","0"
"5198",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Juan Carlos Gonzalez","2",3,0.25,"sponge","NA",NA,"100","0"
"5199",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04995,-71.4863,"Camila Gonzalez","3",1,0.25,"sponge","NA",NA,"81","0"
"5200",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04995,-71.4863,"Camila Gonzalez","3",2,0.25,"sponge","NA",NA,"81","0"
"5201",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04995,-71.4863,"Camila Gonzalez","3",3,0.25,"sponge","NA",NA,"81","0"
"5202",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.05005,-71.48637,"Juan Carlos Gonzalez","4",1,0.25,"sponge","NA",NA,"100","0"
"5203",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.05005,-71.48637,"Juan Carlos Gonzalez","4",2,0.25,"sponge","NA",NA,"100","0"
"5204",2021-11-03,3,24,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.05005,-71.48637,"Juan Carlos Gonzalez","4",3,0.25,"sponge","NA",NA,"100","0"
"5205",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14177,-71.5013,"Camila Gonzalez","1",1,0.25,"sponge","NA",NA,"81","0"
"5206",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14177,-71.5013,"Camila Gonzalez","1",2,0.25,"sponge","NA",NA,"81","0"
"5207",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14177,-71.5013,"Camila Gonzalez","1",3,0.25,"sponge","NA",NA,"81","0"
"5208",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14186,-71.50125,"Juan Carlos Gonzalez","2",1,0.25,"sponge","NA",NA,"100","0"
"5209",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14186,-71.50125,"Juan Carlos Gonzalez","2",2,0.25,"sponge","NA",NA,"100","0"
"5210",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14186,-71.50125,"Juan Carlos Gonzalez","2",3,0.25,"sponge","NA",NA,"100","0"
"5211",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14196,-71.50123,"Juan Carlos Gonzalez","3",1,0.25,"sponge","NA",NA,"100","0"
"5212",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14196,-71.50123,"Juan Carlos Gonzalez","3",2,0.25,"sponge","NA",NA,"100","0"
"5213",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14196,-71.50123,"Juan Carlos Gonzalez","3",3,0.25,"sponge","NA",NA,"100","0"
"5214",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14208,-71.50133,"Camila Gonzalez","4",1,0.25,"sponge","NA",NA,"81","0"
"5215",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14208,-71.50133,"Camila Gonzalez","4",2,0.25,"sponge","NA",NA,"81","0"
"5216",2021-11-07,3,24,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14208,-71.50133,"Camila Gonzalez","4",3,0.25,"sponge","NA",NA,"81","0"
"5217",2020-10-03,1,12,"Central","Los Molles","OA","N",-32.208667,-71.526533,"Rodrigo Mu<U+00F1>oz","1",1,0.25,"polychaete sandtube","NA",NA,"81","0"
"5218",2020-10-03,1,12,"Central","Los Molles","OA","N",-32.208667,-71.526533,"Rodrigo Mu<U+00F1>oz","1",2,0.25,"polychaete sandtube","NA",NA,"81","0"
"5219",2020-10-03,1,12,"Central","Los Molles","OA","N",-32.208667,-71.526533,"Rodrigo Mu<U+00F1>oz","1",3,0.25,"polychaete sandtube","NA",NA,"81","0"
"5220",2020-10-04,1,12,"Central","Los Molles","OA","N",-32.208567,-71.526583,"Rodrigo Mu<U+00F1>oz","2",1,0.25,"polychaete sandtube","NA",NA,"81","0"
"5221",2020-10-04,1,12,"Central","Los Molles","OA","N",-32.208567,-71.526583,"Rodrigo Mu<U+00F1>oz","2",2,0.25,"polychaete sandtube","NA",NA,"81","0"
"5222",2020-10-04,1,12,"Central","Los Molles","OA","N",-32.208567,-71.526583,"Rodrigo Mu<U+00F1>oz","2",3,0.25,"polychaete sandtube","NA",NA,"81","0"
"5223",2020-10-04,1,12,"Central","Los Molles","OA","N",-32.208583,-71.526367,"Rodrigo Mu<U+00F1>oz","3",1,0.25,"polychaete sandtube","NA",NA,"81","0"
"5224",2020-10-04,1,12,"Central","Los Molles","OA","N",-32.208583,-71.526367,"Rodrigo Mu<U+00F1>oz","3",2,0.25,"polychaete sandtube","NA",NA,"81","0"
"5225",2020-10-04,1,12,"Central","Los Molles","OA","N",-32.208583,-71.526367,"Rodrigo Mu<U+00F1>oz","3",3,0.25,"polychaete sandtube","NA",NA,"81","0"
"5226",2020-10-04,1,12,"Central","Los Molles","OA","N",-32.20855,-71.526483,"Rodrigo Mu<U+00F1>oz","4",1,0.25,"polychaete sandtube","NA",NA,"81","0"
"5227",2020-10-04,1,12,"Central","Los Molles","OA","N",-32.20855,-71.526483,"Rodrigo Mu<U+00F1>oz","4",2,0.25,"polychaete sandtube","NA",NA,"81","0"
"5228",2020-10-04,1,12,"Central","Los Molles","OA","N",-32.20855,-71.526483,"Rodrigo Mu<U+00F1>oz","4",3,0.25,"polychaete sandtube","NA",NA,"81","0"
"5229",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.31086,-71.47646,"Rodrigo Mu<U+00F1>oz","1",1,0.25,"polychaete sandtube","NA",NA,"81","0"
"5230",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.31086,-71.47646,"Rodrigo Mu<U+00F1>oz","1",2,0.25,"polychaete sandtube","NA",NA,"81","0"
"5231",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.31086,-71.47646,"Rodrigo Mu<U+00F1>oz","1",3,0.25,"polychaete sandtube","NA",NA,"81","0"
"5232",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Rodrigo Mu<U+00F1>oz","2",1,0.25,"polychaete sandtube","NA",NA,"81","0"
"5233",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Rodrigo Mu<U+00F1>oz","2",2,0.25,"polychaete sandtube","NA",NA,"81","7"
"5234",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Rodrigo Mu<U+00F1>oz","2",3,0.25,"polychaete sandtube","NA",NA,"81","0"
"5235",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Rodrigo Mu<U+00F1>oz","3",1,0.25,"polychaete sandtube","NA",NA,"81","0"
"5236",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Rodrigo Mu<U+00F1>oz","3",2,0.25,"polychaete sandtube","NA",NA,"81","0"
"5237",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Rodrigo Mu<U+00F1>oz","3",3,0.25,"polychaete sandtube","NA",NA,"81","0"
"5238",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.3112,-71.47638,"Rodrigo Mu<U+00F1>oz","4",1,0.25,"polychaete sandtube","NA",NA,"81","0"
"5239",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.3112,-71.47638,"Rodrigo Mu<U+00F1>oz","4",2,0.25,"polychaete sandtube","NA",NA,"81","0"
"5240",2020-10-23,1,12,"Central","La Ballena","TURF","N",-32.3112,-71.47638,"Rodrigo Mu<U+00F1>oz","4",3,0.25,"polychaete sandtube","NA",NA,"81","0"
"5241",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14177,-71.5013,"Rodrigo Mu<U+00F1>oz","1",1,0.25,"polychaete sandtube","NA",NA,"81","0"
"5242",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14177,-71.5013,"Rodrigo Mu<U+00F1>oz","1",2,0.25,"polychaete sandtube","NA",NA,"81","0"
"5243",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14177,-71.5013,"Rodrigo Mu<U+00F1>oz","1",3,0.25,"polychaete sandtube","NA",NA,"81","0"
"5244",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14186,-71.50125,"Rodrigo Mu<U+00F1>oz","2",1,0.25,"polychaete sandtube","NA",NA,"81","0"
"5245",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14186,-71.50125,"Rodrigo Mu<U+00F1>oz","2",2,0.25,"polychaete sandtube","NA",NA,"81","0"
"5246",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14186,-71.50125,"Rodrigo Mu<U+00F1>oz","2",3,0.25,"polychaete sandtube","NA",NA,"81","0"
"5247",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14196,-71.50123,"Italo Fern<U+00E1>ndez","3",1,0.25,"polychaete sandtube","NA",NA,"100","0"
"5248",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14196,-71.50123,"Italo Fern<U+00E1>ndez","3",2,0.25,"polychaete sandtube","NA",NA,"100","0"
"5249",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14196,-71.50123,"Italo Fern<U+00E1>ndez","3",3,0.25,"polychaete sandtube","NA",NA,"100","0"
"5250",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14208,-71.50133,"Italo Fern<U+00E1>ndez","4",1,0.25,"polychaete sandtube","NA",NA,"100","0"
"5251",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14208,-71.50133,"Italo Fern<U+00E1>ndez","4",2,0.25,"polychaete sandtube","NA",NA,"100","0"
"5252",2020-11-01,1,12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14208,-71.50133,"Italo Fern<U+00E1>ndez","4",3,0.25,"polychaete sandtube","NA",NA,"100","0"
"5253",2020-11-01,1,12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Rodrigo Mu<U+00F1>oz","1",1,0.25,"polychaete sandtube","NA",NA,"81","0"
"5254",2020-11-01,1,12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Rodrigo Mu<U+00F1>oz","1",2,0.25,"polychaete sandtube","NA",NA,"81","0"
"5255",2020-11-01,1,12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Rodrigo Mu<U+00F1>oz","1",3,0.25,"polychaete sandtube","NA",NA,"81","0"
"5256",2020-11-01,1,12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Rodrigo Mu<U+00F1>oz","2",1,0.25,"polychaete sandtube","NA",NA,"81","0"
"5257",2020-11-01,1,12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Rodrigo Mu<U+00F1>oz","2",2,0.25,"polychaete sandtube","NA",NA,"81","0"
"5258",2020-11-01,1,12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Rodrigo Mu<U+00F1>oz","2",3,0.25,"polychaete sandtube","NA",NA,"81","0"
"5259",2020-11-01,1,12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04995,-71.4863,"Italo Fern<U+00E1>ndez","3",1,0.25,"polychaete sandtube","NA",NA,"100","0"
"5260",2020-11-01,1,12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04995,-71.4863,"Italo Fern<U+00E1>ndez","3",2,0.25,"polychaete sandtube","NA",NA,"100","0"
"5261",2020-11-01,1,12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04995,-71.4863,"Italo Fern<U+00E1>ndez","3",3,0.25,"polychaete sandtube","NA",NA,"100","0"
"5262",2020-11-01,1,12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.05005,-71.48637,"Italo Fern<U+00E1>ndez","4",1,0.25,"polychaete sandtube","NA",NA,"100","0"
"5263",2020-11-01,1,12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.05005,-71.48637,"Italo Fern<U+00E1>ndez","4",2,0.25,"polychaete sandtube","NA",NA,"100","0"
"5264",2020-11-01,1,12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.05005,-71.48637,"Italo Fern<U+00E1>ndez","4",3,0.25,"polychaete sandtube","NA",NA,"100","0"
"5265",2020-11-12,1,12,"North","Isla Grande de Atacama","TURF","N",-27.26293,-70.95882,"Italo Fern<U+00E1>ndez","1",1,0.25,"polychaete sandtube","NA",NA,"100","0"
"5266",2020-11-12,1,12,"North","Isla Grande de Atacama","TURF","N",-27.26293,-70.95882,"Italo Fern<U+00E1>ndez","1",2,0.25,"polychaete sandtube","NA",NA,"100","0"
"5267",2020-11-12,1,12,"North","Isla Grande de Atacama","TURF","N",-27.26293,-70.95882,"Italo Fern<U+00E1>ndez","1",3,0.25,"polychaete sandtube","NA",NA,"100","0"
"5268",2020-11-12,1,12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Italo Fern<U+00E1>ndez","2",1,0.25,"polychaete sandtube","NA",NA,"100","0"
"5269",2020-11-12,1,12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Italo Fern<U+00E1>ndez","2",2,0.25,"polychaete sandtube","NA",NA,"100","0"
"5270",2020-11-12,1,12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Italo Fern<U+00E1>ndez","2",3,0.25,"polychaete sandtube","NA",NA,"100","0"
"5271",2020-11-12,1,12,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Rodrigo Mu<U+00F1>oz","3",1,0.25,"polychaete sandtube","NA",NA,"81","0"
"5272",2020-11-12,1,12,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Rodrigo Mu<U+00F1>oz","3",2,0.25,"polychaete sandtube","NA",NA,"81","4"
"5273",2020-11-12,1,12,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Rodrigo Mu<U+00F1>oz","3",3,0.25,"polychaete sandtube","NA",NA,"81","0"
"5274",2020-11-12,1,12,"North","Isla Grande de Atacama","TURF","N",-27.26292,-70.95905,"Rodrigo Mu<U+00F1>oz","4",1,0.25,"polychaete sandtube","NA",NA,"81","0"
"5275",2020-11-12,1,12,"North","Isla Grande de Atacama","TURF","N",-27.26292,-70.95905,"Rodrigo Mu<U+00F1>oz","4",2,0.25,"polychaete sandtube","NA",NA,"81","0"
"5276",2020-11-12,1,12,"North","Isla Grande de Atacama","TURF","N",-27.26292,-70.95905,"Rodrigo Mu<U+00F1>oz","4",3,0.25,"polychaete sandtube","NA",NA,"81","0"
"5277",2020-11-13,1,12,"North","Puerto Viejo","OA","N",-27.33765,-70.97726,"Italo Fern<U+00E1>ndez","3",1,0.25,"polychaete sandtube","NA",NA,"100","0"
"5278",2020-11-13,1,12,"North","Puerto Viejo","OA","N",-27.33765,-70.97726,"Italo Fern<U+00E1>ndez","3",2,0.25,"polychaete sandtube","NA",NA,"100","0"
"5279",2020-11-13,1,12,"North","Puerto Viejo","OA","N",-27.33765,-70.97726,"Italo Fern<U+00E1>ndez","3",3,0.25,"polychaete sandtube","NA",NA,"100","0"
"5280",2020-11-13,1,12,"North","Puerto Viejo","OA","N",-27.33782,-70.97746,"Alejandro Perez","4",1,0.25,"polychaete sandtube","NA",NA,"100","0"
"5281",2020-11-13,1,12,"North","Puerto Viejo","OA","N",-27.33782,-70.97746,"Alejandro Perez","4",2,0.25,"polychaete sandtube","NA",NA,"100","0"
"5282",2020-11-13,1,12,"North","Puerto Viejo","OA","N",-27.33782,-70.97746,"Alejandro Perez","4",3,0.25,"polychaete sandtube","NA",NA,"100","0"
"5283",2020-11-13,1,12,"North","Puerto Viejo","OA","N",-27.33755,-70.97712,"Rodrigo Mu<U+00F1>oz","1",1,0.25,"polychaete sandtube","NA",NA,"81","0"
"5284",2020-11-13,1,12,"North","Puerto Viejo","OA","N",-27.33755,-70.97712,"Rodrigo Mu<U+00F1>oz","1",2,0.25,"polychaete sandtube","NA",NA,"81","0"
"5285",2020-11-13,1,12,"North","Puerto Viejo","OA","N",-27.33755,-70.97712,"Rodrigo Mu<U+00F1>oz","1",3,0.25,"polychaete sandtube","NA",NA,"81","0"
"5286",2020-11-13,1,12,"North","Puerto Viejo","OA","N",-27.33778,-70.97704,"Rodrigo Mu<U+00F1>oz","2",1,0.25,"polychaete sandtube","NA",NA,"81","0"
"5287",2020-11-13,1,12,"North","Puerto Viejo","OA","N",-27.33778,-70.97704,"Rodrigo Mu<U+00F1>oz","2",2,0.25,"polychaete sandtube","NA",NA,"81","0"
"5288",2020-11-13,1,12,"North","Puerto Viejo","OA","N",-27.33778,-70.97704,"Rodrigo Mu<U+00F1>oz","2",3,0.25,"polychaete sandtube","NA",NA,"81","0"
"5289",2021-03-16,2,18,"Central","La Ballena","TURF","N",-32.31086,-71.47646,"Rodrigo Mu<U+00F1>oz","1",1,0.25,"polychaete sandtube","NA",NA,"81","68"
"5290",2021-03-16,2,18,"Central","La Ballena","TURF","N",-32.31086,-71.47646,"Rodrigo Mu<U+00F1>oz","1",2,0.25,"polychaete sandtube","NA",NA,"81","71"
"5291",2021-03-16,2,18,"Central","La Ballena","TURF","N",-32.31086,-71.47646,"Rodrigo Mu<U+00F1>oz","1",3,0.25,"polychaete sandtube","NA",NA,"81","14"
"5292",2021-03-16,2,18,"Central","La Ballena","TURF","N",-32.31086,-71.47646,"Rodrigo Mu<U+00F1>oz","1",4,0.25,"polychaete sandtube","NA",NA,"81","0"
"5293",2021-03-16,2,18,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Rodrigo Mu<U+00F1>oz","2",1,0.25,"polychaete sandtube","NA",NA,"81","0"
"5294",2021-03-16,2,18,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Rodrigo Mu<U+00F1>oz","2",2,0.25,"polychaete sandtube","NA",NA,"81","0"
"5295",2021-03-16,2,18,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Rodrigo Mu<U+00F1>oz","2",3,0.25,"polychaete sandtube","NA",NA,"81","0"
"5296",2021-03-16,2,18,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Rodrigo Mu<U+00F1>oz","2",4,0.25,"polychaete sandtube","NA",NA,"81","0"
