"","Date","Survey.Number","MAE","Zone","Site","Management","Upwelling","Transect","Latitude","Longitude","Surveyor.Name","Station","Area","Depth","Dominant.Substrate.Type","Landscape.Characteristics","Species","Stage","Abundance","Density"
"244",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",1,"-32.207819999999998","-71.53031","Hannah Earp","4",20,"20.399999999999999","Boulder & Sand","Encrusting Algae","Lessonia trabeculata","Adult",16,0.8
"245",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",1,"-32.207819999999998","-71.53031","Hannah Earp","5",20,"20.399999999999999","Boulder & Sand","Encrusting Algae","Lessonia trabeculata","Adult",9,0.45
"246",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",1,"-32.207819999999998","-71.53031","Hannah Earp","6",20,"18.399999999999999","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",10,0.5
"247",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",1,"-32.207819999999998","-71.53031","Hannah Earp","7",20,"14.8","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",5,0.25
"248",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",1,"-32.207819999999998","-71.53031","Hannah Earp","8",20,"12.6","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",12,0.6
"249",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",1,"-32.207819999999998","-71.53031","Hannah Earp","9",20,"9.5","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",3,0.15
"250",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",1,"-32.207819999999998","-71.53031","Hannah Earp","10",20,"7.2","Boulder","Encrusting Algae","Lessonia trabeculata","Adult",3,0.15
"251",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",2,"-32.208640000000003","-71.527979999999999","Hannah Earp","1",20,"20.7","Bedrock","Encrusting Algae & Turf Algae","Lessonia trabeculata","Adult",4,0.2
"252",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",2,"-32.208640000000003","-71.527979999999999","Hannah Earp","2",20,"19.600000000000001","Bedrock & Sand","Encrusting Algae & Turf Algae","Lessonia trabeculata","Adult",4,0.2
"253",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",2,"-32.208640000000003","-71.527979999999999","Hannah Earp","3",20,"21.6","Bedrock & Sand","Encrusting Algae & Turf Algae","Lessonia trabeculata","Adult",5,0.25
"254",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",2,"-32.208640000000003","-71.527979999999999","Hannah Earp","4",20,"20.9","Sand & Boulders","Encrusting Algae","Lessonia trabeculata","Adult",4,0.2
"255",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",2,"-32.208640000000003","-71.527979999999999","Hannah Earp","5",20,"21","Sand & Boulders","Encrusting Algae","Lessonia trabeculata","Adult",5,0.25
"256",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",2,"-32.208640000000003","-71.527979999999999","Hannah Earp","6",20,"21.2","Cobbles & Sand","Encrusting Algae","Lessonia trabeculata","Adult",5,0.25
"257",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",2,"-32.208640000000003","-71.527979999999999","Hannah Earp","7",20,"20.100000000000001","Cobbles & Sand","Encrusting Algae","Lessonia trabeculata","Adult",2,0.1
"258",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",2,"-32.208640000000003","-71.527979999999999","Hannah Earp","8",20,"19.5","Cobbles & Sand","Encrusting Algae","Lessonia trabeculata","Adult",5,0.25
"259",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",2,"-32.208640000000003","-71.527979999999999","Hannah Earp","9",20,"18.399999999999999","Bedrock","Encrusting Algae","Lessonia trabeculata","Adult",21,1.05
"260",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",2,"-32.208640000000003","-71.527979999999999","Hannah Earp","10",20,"13.9","Bedrock & Boulder","Encrusting Algae","Lessonia trabeculata","Adult",5,0.25
"261",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",3,"-32.208216999999998","-71.526416999999995","Cami","1",20,"17.600000000000001","Cobbles","Encrusting Algae","Lessonia trabeculata","Adult",0,0
"262",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",3,"-32.208216999999998","-71.526416999999995","Cami","2",20,"10","Rock","Encrusting Algae, barnacles","Lessonia trabeculata","Adult",2,0.1
"263",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",3,"-32.208216999999998","-71.526416999999995","Cami","3",20,"15","Rock","Encrusting Algae, sponge","Lessonia trabeculata","Adult",4,0.2
"264",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",3,"-32.208216999999998","-71.526416999999995","Cami","4",20,"11","Rock","Encrusting Algae, barnacles","Lessonia trabeculata","Adult",1,0.05
"265",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",3,"-32.208216999999998","-71.526416999999995","Cami","5",20,"13","Cobbles","Encrusting Algae, sponge","Lessonia trabeculata","Adult",25,1.25
"266",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",3,"-32.208216999999998","-71.526416999999995","Cami","6",20,"14","Rock","Encrusting algae","Lessonia trabeculata","Adult",33,1.65
"267",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",3,"-32.208216999999998","-71.526416999999995","Cami","7",20,"12.7","Rock","Encrusting algae","Lessonia trabeculata","Adult",26,1.3
"268",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",3,"-32.208216999999998","-71.526416999999995","Cami","8",20,"12.2","Rock","Encrusting algae","Lessonia trabeculata","Adult",17,0.85
"269",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",3,"-32.208216999999998","-71.526416999999995","Cami","9",20,"9","NA","NA","Lessonia trabeculata","Adult",17,0.85
"270",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",3,"-32.208216999999998","-71.526416999999995","Cami","10",20,"8","NA","NA","Lessonia trabeculata","Adult",11,0.55
"271",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",4,"-32.208889999999997","-71.529229999999998","Hannah Earp","1",20,"27.3","Sand & Cobbles","Encrusting Algae","Lessonia trabeculata","Adult",1,0.05
"272",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",4,"-32.208889999999997","-71.529229999999998","Hannah Earp","2",20,"26.5","Sand & Cobbles","Encrusting Algae","Lessonia trabeculata","Adult",2,0.1
"273",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",4,"-32.208889999999997","-71.529229999999998","Hannah Earp","3",20,"26.2","Sand & Cobbles","Encrusting Algae","Lessonia trabeculata","Adult",3,0.15
"274",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",4,"-32.208889999999997","-71.529229999999998","Hannah Earp","4",20,"26.4","Sand & Cobbles","Encrusting Algae","Lessonia trabeculata","Adult",5,0.25
"275",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",4,"-32.208889999999997","-71.529229999999998","Hannah Earp","5",20,"26.2","Sand & Cobbles","Encrusting Algae","Lessonia trabeculata","Adult",12,0.6
"276",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",4,"-32.208889999999997","-71.529229999999998","Hannah Earp","6",20,"26.5","Sand & Cobbles","Encrusting Algae","Lessonia trabeculata","Adult",4,0.2
"277",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",4,"-32.208889999999997","-71.529229999999998","Hannah Earp","7",20,"25.2","Sand & Cobbles","Encrusting Algae","Lessonia trabeculata","Adult",7,0.35
"278",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",4,"-32.208889999999997","-71.529229999999998","Hannah Earp","8",20,"24.6","Sand & Cobbles","Encrusting Algae","Lessonia trabeculata","Adult",7,0.35
"279",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",4,"-32.208889999999997","-71.529229999999998","Hannah Earp","9",20,"25","Sand & Cobbles","Encrusting Algae","Lessonia trabeculata","Adult",16,0.8
"280",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",4,"-32.208889999999997","-71.529229999999998","Hannah Earp","10",20,"24.5","Sand & Cobbles","Encrusting Algae","Lessonia trabeculata","Adult",12,0.6
"281",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",5,"-32.208979999999997","-71.528809999999993","Rodrigo","1",20,"24.3","Rock & shell","Encrusting Algae","Lessonia trabeculata","Adult",4,0.2
"282",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",5,"-32.208979999999997","-71.528809999999993","Rodrigo","2",20,"23.7","Rock & shell","Encrusting Algae","Lessonia trabeculata","Adult",7,0.35
"283",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",5,"-32.208979999999997","-71.528809999999993","Rodrigo","3",20,"23.6","Sand & small rocks","Red algae","Lessonia trabeculata","Adult",5,0.25
"284",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",5,"-32.208979999999997","-71.528809999999993","Rodrigo","4",20,"22.7","Shell","Turf","Lessonia trabeculata","Adult",0,0
"285",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",5,"-32.208979999999997","-71.528809999999993","Rodrigo","5",20,"24.3","Shell","Turf","Lessonia trabeculata","Adult",1,0.05
"286",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",5,"-32.208979999999997","-71.528809999999993","Rodrigo","6",20,"22.4","Shell","Turf","Lessonia trabeculata","Adult",5,0.25
"287",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",5,"-32.208979999999997","-71.528809999999993","Rodrigo","7",20,"21","Shell","Turf","Lessonia trabeculata","Adult",15,0.75
"288",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",5,"-32.208979999999997","-71.528809999999993","Rodrigo","8",20,"21.9","Shell","Turf","Lessonia trabeculata","Adult",5,0.25
"289",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",5,"-32.208979999999997","-71.528809999999993","Rodrigo","9",20,"20.3","Small rock","NA","Lessonia trabeculata","Adult",0,0
"290",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",5,"-32.208979999999997","-71.528809999999993","Rodrigo","10",20,"19","Rock","Encrusting Algae","Lessonia trabeculata","Adult",16,0.8
"291",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",6,"-32.207549999999998","-71.527033000000003","Cata","1",20,"NA","Rock","Encrusting Algae","Lessonia trabeculata","Adult",21,1.05
"292",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",6,"-32.207549999999998","-71.527033000000003","Cata","2",20,"12.5","Rock","Encrusting Algae","Lessonia trabeculata","Adult",9,0.45
"293",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",6,"-32.207549999999998","-71.527033000000003","Cata","3",20,"14.6","Rock","Encrusting Algae","Lessonia trabeculata","Adult",14,0.7
"294",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",6,"-32.207549999999998","-71.527033000000003","Cata","4",20,"14.7","Rock","Encrusting Algae","Lessonia trabeculata","Adult",22,1.1
"295",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",6,"-32.207549999999998","-71.527033000000003","Cata","5",20,"15.5","Boulders","Encrusting Algae","Lessonia trabeculata","Adult",15,0.75
"296",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",6,"-32.207549999999998","-71.527033000000003","Cata","6",20,"15.8","Boulders","Encrusting Algae","Lessonia trabeculata","Adult",6,0.3
"297",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",6,"-32.207549999999998","-71.527033000000003","Cata","7",20,"15.8","Boulders","Encrusting Algae","Lessonia trabeculata","Adult",13,0.65
"298",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",6,"-32.207549999999998","-71.527033000000003","Cata","8",20,"13.1","Rock","Encrusting Algae","Lessonia trabeculata","Adult",5,0.25
"299",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",6,"-32.207549999999998","-71.527033000000003","Cata","9",20,"14","Rock & Sand","Encrusting Algae","Lessonia trabeculata","Adult",3,0.15
"300",2020-01-22,1,0,"Central","Los Molles","OA","nonupwelling",6,"-32.207549999999998","-71.527033000000003","Cata","10",20,"12.3","Rock","Encrusting Algae","Lessonia trabeculata","Adult",6,0.3
"301",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",1,"-32.311959999999999","-71.476230000000001","Hannah Earp","1",20,"16.7","Boulders & bedrock","Encrusting algae & turf","Lessonia trabeculata","Adult",32,1.6
"302",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",1,"-32.311959999999999","-71.476230000000001","Hannah Earp","2",20,"15.6","Boulders","Encrusting algae","Lessonia trabeculata","Adult",26,1.3
"303",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",1,"-32.311959999999999","-71.476230000000001","Hannah Earp","3",20,"15.2","Boulders","Encrusting algae","Lessonia trabeculata","Adult",22,1.1
"304",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",1,"-32.311959999999999","-71.476230000000001","Hannah Earp","4",20,"15.1","Boulders & bedrock","Encrusting algae","Lessonia trabeculata","Adult",25,1.25
"305",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",1,"-32.311959999999999","-71.476230000000001","Hannah Earp","5",20,"14.9","Boulders & bedrock","Encrusting algae","Lessonia trabeculata","Adult",37,1.85
"306",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",1,"-32.311959999999999","-71.476230000000001","Hannah Earp","6",20,"11.6","Boulders & bedrock","Encrusting algae","Lessonia trabeculata","Adult",24,1.2
"307",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",1,"-32.311959999999999","-71.476230000000001","Hannah Earp","7",20,"14","Boulders & bedrock","Encrusting algae","Lessonia trabeculata","Adult",36,1.8
"308",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",1,"-32.311959999999999","-71.476230000000001","Hannah Earp","8",20,"12.1","Boulders & bedrock","Encrusting algae","Lessonia trabeculata","Adult",27,1.35
"309",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",1,"-32.311959999999999","-71.476230000000001","Hannah Earp","9",20,"11.3","Boulders & bedrock","Encrusting algae","Lessonia trabeculata","Adult",23,1.15
"310",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",1,"-32.311959999999999","-71.476230000000001","Hannah Earp","10",20,"11.3","Boulders & bedrock","Encrusting algae","Lessonia trabeculata","Adult",24,1.2
"311",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",2,"-32.310360000000003","-71.475239999999999","Hannah Earp","1",20,"9.1","Bedrock & boulders","Encrusting algae","Lessonia trabeculata","Adult",28,1.4
"312",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",2,"-32.310360000000003","-71.475239999999999","Hannah Earp","2",20,"10.4","Bedrock & boulders","Encrusting algae","Lessonia trabeculata","Adult",27,1.35
"313",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",2,"-32.310360000000003","-71.475239999999999","Hannah Earp","3",20,"8.1999999999999993","Bedrock","Encrusting algae","Lessonia trabeculata","Adult",28,1.4
"314",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",2,"-32.310360000000003","-71.475239999999999","Hannah Earp","4",20,"8.6999999999999993","Bedrock","Encrusting algae","Lessonia trabeculata","Adult",20,1
"315",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",2,"-32.310360000000003","-71.475239999999999","Hannah Earp","5",20,"8.4","Bedrock","Encrusting algae","Lessonia trabeculata","Adult",27,1.35
"316",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",2,"-32.310360000000003","-71.475239999999999","Hannah Earp","6",20,"10.3","Sand & bedrock","Encrusting algae & turf","Lessonia trabeculata","Adult",1,0.05
"317",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",2,"-32.310360000000003","-71.475239999999999","Hannah Earp","7",20,"10.199999999999999","Sand & bedrock","Encrusting algae","Lessonia trabeculata","Adult",19,0.95
"318",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",2,"-32.310360000000003","-71.475239999999999","Hannah Earp","8",20,"10.3","Boulders","Encrusting algae","Lessonia trabeculata","Adult",22,1.1
"319",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",2,"-32.310360000000003","-71.475239999999999","Hannah Earp","9",20,"10.3","Bedrock & sand","Encrusting algae","Lessonia trabeculata","Adult",23,1.15
"320",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",2,"-32.310360000000003","-71.475239999999999","Hannah Earp","10",20,"8","Bedrock & sand","Encrusting algae","Lessonia trabeculata","Adult",17,0.85
"321",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",3,"-32.305079999999997","-71.477620000000002","Hannah Earp","1",20,"11.6","Bedrock","Encrusting algae","Lessonia trabeculata","Adult",38,1.9
"322",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",3,"-32.305079999999997","-71.477620000000002","Hannah Earp","2",20,"11","Bedrock","Encrusting algae","Lessonia trabeculata","Adult",21,1.05
"323",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",3,"-32.305079999999997","-71.477620000000002","Hannah Earp","3",20,"11.3","Bedrock","Encrusting algae","Lessonia trabeculata","Adult",16,0.8
"324",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",3,"-32.305079999999997","-71.477620000000002","Hannah Earp","4",20,"11.4","Bedrock","Encrusting algae","Lessonia trabeculata","Adult",18,0.9
"325",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",3,"-32.305079999999997","-71.477620000000002","Hannah Earp","5",20,"11.4","Bedrock","Encrusting algae","Lessonia trabeculata","Adult",27,1.35
"326",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",3,"-32.305079999999997","-71.477620000000002","Hannah Earp","6",20,"12","Sand & boulders","Encrusting algae","Lessonia trabeculata","Adult",30,1.5
"327",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",3,"-32.305079999999997","-71.477620000000002","Hannah Earp","7",20,"11.5","Cobbles","Encrusting algae","Lessonia trabeculata","Adult",44,2.2
"328",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",3,"-32.305079999999997","-71.477620000000002","Hannah Earp","8",20,"10","Boulders & bedrock","Encrusting algae","Lessonia trabeculata","Adult",51,2.55
"329",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",3,"-32.305079999999997","-71.477620000000002","Hannah Earp","9",20,"10.8","Boulders & gravel","Encrusting algae","Lessonia trabeculata","Adult",29,1.45
"330",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",3,"-32.305079999999997","-71.477620000000002","Hannah Earp","10",20,"9.8000000000000007","Bedrock","Encrusting algae","Lessonia trabeculata","Adult",32,1.6
"331",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",4,"-32.311030000000002","-71.476579999999998","Adam Gouraguine","1",20,"10.4","Boulders","Encrusting algae","Lessonia trabeculata","Adult",40,2
"332",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",4,"-32.311030000000002","-71.476579999999998","Adam Gouraguine","2",20,"11.5","Boulders","Encrusting algae","Lessonia trabeculata","Adult",28,1.4
"333",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",4,"-32.311030000000002","-71.476579999999998","Adam Gouraguine","3",20,"11.5","Boulders","Encrusting algae","Lessonia trabeculata","Adult",28,1.4
"334",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",4,"-32.311030000000002","-71.476579999999998","Adam Gouraguine","4",20,"12","Sand","Encrusting algae","Lessonia trabeculata","Adult",29,1.45
"335",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",4,"-32.311030000000002","-71.476579999999998","Adam Gouraguine","5",20,"10.7","Boulders","Encrusting algae","Lessonia trabeculata","Adult",44,2.2
"336",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",4,"-32.311030000000002","-71.476579999999998","Adam Gouraguine","6",20,"10.3","Boulders","Encrusting algae","Lessonia trabeculata","Adult",44,2.2
"337",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",4,"-32.311030000000002","-71.476579999999998","Adam Gouraguine","7",20,"9.6","Boulders","Encrusting algae","Lessonia trabeculata","Adult",32,1.6
"338",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",4,"-32.311030000000002","-71.476579999999998","Adam Gouraguine","8",20,"9.1999999999999993","Boulders","Encrusting algae","Lessonia trabeculata","Adult",24,1.2
"339",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",4,"-32.311030000000002","-71.476579999999998","Adam Gouraguine","9",20,"8.6","Boulders","Encrusting algae","Lessonia trabeculata","Adult",30,1.5
"340",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",4,"-32.311030000000002","-71.476579999999998","Adam Gouraguine","10",20,"9.1999999999999993","Boulders","Encrusting algae","Lessonia trabeculata","Adult",30,1.5
"341",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",5,"-32.304070000000003","-71.477090000000004","Rodrigo","1",20,"13.7","Rock","Encrusting algae","Lessonia trabeculata","Adult",39,1.95
"342",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",5,"-32.304070000000003","-71.477090000000004","Rodrigo","2",20,"13.3","Rock & boulder","Encrusting algae","Lessonia trabeculata","Adult",37,1.85
"343",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",5,"-32.304070000000003","-71.477090000000004","Rodrigo","3",20,"13.2","Rock & boulder","Encrusting algae","Lessonia trabeculata","Adult",39,1.95
"344",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",5,"-32.304070000000003","-71.477090000000004","Rodrigo","4",20,"12.1","Rock & boulder","Encrusting algae","Lessonia trabeculata","Adult",47,2.35
"345",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",5,"-32.304070000000003","-71.477090000000004","Rodrigo","5",20,"12","Rock","Encrusting algae","Lessonia trabeculata","Adult",42,2.1
"346",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",5,"-32.304070000000003","-71.477090000000004","Rodrigo","6",20,"11.2","Rock","Encrusting algae","Lessonia trabeculata","Adult",39,1.95
"347",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",5,"-32.304070000000003","-71.477090000000004","Rodrigo","7",20,"9.8000000000000007","Rock & boulder","Encrusting algae","Lessonia trabeculata","Adult",50,2.5
"348",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",5,"-32.304070000000003","-71.477090000000004","Rodrigo","8",20,"9.4","Rock & boulder","Encrusting algae","Lessonia trabeculata","Adult",45,2.25
"349",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",5,"-32.304070000000003","-71.477090000000004","Rodrigo","9",20,"9.4","Rock","Encrusting algae","Lessonia trabeculata","Adult",45,2.25
"350",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",5,"-32.304070000000003","-71.477090000000004","Rodrigo","10",20,"8.4","Rock","Encrusting algae","Lessonia trabeculata","Adult",60,3
"351",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",6,"-32.302930000000003","-71.477090000000004","Diego","1",20,"14","Rock & boulder","Encrusting algae","Lessonia trabeculata","Adult",27,1.35
"352",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",6,"-32.302930000000003","-71.477090000000004","Diego","2",20,"13.5","Rock & boulder","Encrusting algae","Lessonia trabeculata","Adult",43,2.15
"353",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",6,"-32.302930000000003","-71.477090000000004","Diego","3",20,"12.8","Rock & boulder","Encrusting algae","Lessonia trabeculata","Adult",21,1.05
"354",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",6,"-32.302930000000003","-71.477090000000004","Diego","4",20,"11","Rock","Encrusting algae","Lessonia trabeculata","Adult",45,2.25
"355",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",6,"-32.302930000000003","-71.477090000000004","Diego","5",20,"12","Boulders & sand","Encrusting algae","Lessonia trabeculata","Adult",31,1.55
"356",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",6,"-32.302930000000003","-71.477090000000004","Diego","6",20,"11","Rock","Encrusting algae","Lessonia trabeculata","Adult",27,1.35
"357",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",6,"-32.302930000000003","-71.477090000000004","Diego","7",20,"10","Boulders","Encrusting algae","Lessonia trabeculata","Adult",25,1.25
"358",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",6,"-32.302930000000003","-71.477090000000004","Diego","8",20,"9.5","Rock & boulders","Encrusting algae","Lessonia trabeculata","Adult",33,1.65
"359",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",6,"-32.302930000000003","-71.477090000000004","Diego","9",20,"9","Rock & boulders","Encrusting algae","Lessonia trabeculata","Adult",40,2
"360",2020-02-23,1,0,"Central","La Ballena","TURF","nonupwelling",6,"-32.302930000000003","-71.477090000000004","Diego","10",20,"8.6999999999999993","Rock","Encrusting algae","Lessonia trabeculata","Adult",43,2.15
"361",2019-11-10,1,0,"North","Puerto Viejo","OA","nonupwelling",1,"-27.337789999999998","-70.976579999999998","Hannah Earp","1",20,"14","Bedrock","Encrusting Algae","Lessonia trabeculata","Juvenile",0,0
"362",2019-11-10,1,0,"North","Puerto Viejo","OA","nonupwelling",1,"-27.337789999999998","-70.976579999999998","Hannah Earp","2",20,"14","Bedrock","Encrusting Algae","Lessonia trabeculata","Juvenile",8,0.4
"363",2019-11-10,1,0,"North","Puerto Viejo","OA","nonupwelling",1,"-27.337789999999998","-70.976579999999998","Hannah Earp","3",20,"14","Bedrock","Encrusting Algae","Lessonia trabeculata","Juvenile",3,0.15
"364",2019-11-10,1,0,"North","Puerto Viejo","OA","nonupwelling",1,"-27.337789999999998","-70.976579999999998","Hannah Earp","4",20,"12.2","Bedrock","Encrusting Algae","Lessonia trabeculata","Juvenile",12,0.6
"365",2019-11-10,1,0,"North","Puerto Viejo","OA","nonupwelling",1,"-27.337789999999998","-70.976579999999998","Hannah Earp","5",20,"11","Bedrock","Encrusting Algae","Lessonia trabeculata","Juvenile",16,0.8
"366",2019-11-10,1,0,"North","Puerto Viejo","OA","nonupwelling",1,"-27.337789999999998","-70.976579999999998","Hannah Earp","6",20,"10.199999999999999","Bedrock","Encrusting Algae","Lessonia trabeculata","Juvenile",0,0
"367",2019-11-10,1,0,"North","Puerto Viejo","OA","nonupwelling",1,"-27.337789999999998","-70.976579999999998","Hannah Earp","7",20,"9.4","Bedrock","Encrusting Algae","Lessonia trabeculata","Juvenile",2,0.1
"368",2019-11-10,1,0,"North","Puerto Viejo","OA","nonupwelling",1,"-27.337789999999998","-70.976579999999998","Hannah Earp","8",20,"11.6","Bedrock","Encrusting Algae","Lessonia trabeculata","Juvenile",28,1.4
"369",2019-11-10,1,0,"North","Puerto Viejo","OA","nonupwelling",1,"-27.337789999999998","-70.976579999999998","Hannah Earp","9",20,"11","Bedrock","Encrusting Algae","Lessonia trabeculata","Juvenile",27,1.35
"370",2019-11-10,1,0,"North","Puerto Viejo","OA","nonupwelling",1,"-27.337789999999998","-70.976579999999998","Hannah Earp","10",20,"11.2","Bedrock","Encrusting Algae","Lessonia trabeculata","Juvenile",7,0.35
"371",2019-11-10,1,0,"North","Puerto Viejo","OA","nonupwelling",2,"-27.335809999999999","-70.977119999999999","Hannah Earp","1",20,"10.7","Bedrock","Encrusting Algae","Lessonia trabeculata","Juvenile",0,0
